destination,passanger,weather,temperature,time,coupon,expiration,gender,age,maritalStatus,has_children,education,income,Bar,CoffeeHouse,CarryAway,RestaurantLessThan20,Restaurant20To50,Y,occupation_class,to_Coupon
2,0,2,0.8736531084766409,4,1,1,1,6,3,1.1884753654492384,1,0,2,4,0,1,0,0.8728753722024198,4,-1.1276802576377942
2,0,2,-0.4316508841644069,4,4,0,1,6,3,1.1884753654492384,1,0,2,4,0,1,0,0.8728753722024198,4,-1.1276802576377942
2,0,2,-0.4316508841644069,4,2,1,1,6,3,1.1884753654492384,1,0,2,4,0,1,0,-1.1456389214840854,4,0.8867761878661844
1,0,2,-0.4316508841644069,2,4,0,1,5,2,-0.8414141589060234,1,0,4,3,1,0,4,0.8728753722024198,2,-1.1276802576377942
1,1,2,0.8736531084766409,0,2,1,1,5,2,-0.8414141589060234,1,0,4,3,1,0,4,0.8728753722024198,2,-1.1276802576377942
1,1,2,0.8736531084766409,0,0,0,1,5,2,-0.8414141589060234,1,0,4,3,1,0,4,0.8728753722024198,2,-1.1276802576377942
1,1,2,0.8736531084766409,0,1,1,1,5,2,-0.8414141589060234,1,0,4,3,1,0,4,-1.1456389214840854,2,0.8867761878661844
1,1,2,0.8736531084766409,2,2,0,1,5,2,-0.8414141589060234,1,0,4,3,1,0,4,0.8728753722024198,2,-1.1276802576377942
1,1,2,0.8736531084766409,2,2,1,1,5,2,-0.8414141589060234,1,0,4,3,1,0,4,0.8728753722024198,2,0.8867761878661844
1,1,2,0.8736531084766409,2,2,0,1,5,2,-0.8414141589060234,1,0,4,3,1,0,4,0.8728753722024198,2,0.8867761878661844
1,1,2,0.8736531084766409,2,4,0,1,5,2,-0.8414141589060234,1,0,4,3,1,0,4,0.8728753722024198,2,0.8867761878661844
1,1,2,0.8736531084766409,3,2,1,1,5,2,-0.8414141589060234,1,0,4,3,1,0,4,-1.1456389214840854,2,-1.1276802576377942
1,1,2,0.8736531084766409,3,4,1,1,5,2,-0.8414141589060234,1,0,4,3,1,0,4,0.8728753722024198,2,0.8867761878661844
1,1,2,-0.4316508841644069,2,2,1,1,5,2,-0.8414141589060234,1,0,4,3,1,0,4,-1.1456389214840854,2,-1.1276802576377942
1,1,2,-0.4316508841644069,2,1,0,1,5,2,-0.8414141589060234,1,0,4,3,1,0,4,-1.1456389214840854,2,0.8867761878661844
1,0,2,-0.4316508841644069,0,2,1,1,5,2,-0.8414141589060234,1,0,4,3,1,0,4,0.8728753722024198,2,-1.1276802576377942
0,0,2,-0.4316508841644069,3,0,0,1,5,2,-0.8414141589060234,1,0,4,3,1,0,4,-1.1456389214840854,2,-1.1276802576377942
0,0,2,-0.4316508841644069,3,3,0,1,5,2,-0.8414141589060234,1,0,4,3,1,0,4,-1.1456389214840854,2,0.8867761878661844
0,0,2,0.8736531084766409,3,2,1,1,5,2,-0.8414141589060234,1,0,4,3,1,0,4,-1.1456389214840854,2,-1.1276802576377942
2,0,2,-0.4316508841644069,4,2,1,1,5,2,-0.8414141589060234,1,0,4,3,1,0,4,0.8728753722024198,2,0.8867761878661844
2,0,2,-0.4316508841644069,4,0,0,1,5,2,-0.8414141589060234,1,0,4,3,1,0,4,0.8728753722024198,2,0.8867761878661844
2,0,2,0.8736531084766409,4,3,0,1,5,2,-0.8414141589060234,1,0,4,3,1,0,4,-1.1456389214840854,2,0.8867761878661844
2,0,2,0.8736531084766409,4,1,1,1,5,2,-0.8414141589060234,1,0,4,3,1,0,4,-1.1456389214840854,2,-1.1276802576377942
2,0,2,-0.4316508841644069,4,4,0,1,5,2,-0.8414141589060234,1,0,4,3,1,0,4,0.8728753722024198,2,-1.1276802576377942
2,0,2,-0.4316508841644069,4,2,1,1,5,2,-0.8414141589060234,1,0,4,3,1,0,4,-1.1456389214840854,2,0.8867761878661844
1,0,2,-0.4316508841644069,2,4,0,0,1,1,1.1884753654492384,5,4,4,3,0,0,4,0.8728753722024198,4,-1.1276802576377942
1,1,2,0.8736531084766409,0,2,1,0,1,1,1.1884753654492384,5,4,4,3,0,0,4,-1.1456389214840854,4,-1.1276802576377942
1,1,2,0.8736531084766409,0,1,1,0,1,1,1.1884753654492384,5,4,4,3,0,0,4,0.8728753722024198,4,0.8867761878661844
1,1,2,0.8736531084766409,2,2,1,0,1,1,1.1884753654492384,5,4,4,3,0,0,4,0.8728753722024198,4,0.8867761878661844
1,1,2,0.8736531084766409,2,2,0,0,1,1,1.1884753654492384,5,4,4,3,0,0,4,0.8728753722024198,4,0.8867761878661844
1,1,2,0.8736531084766409,3,4,1,0,1,1,1.1884753654492384,5,4,4,3,0,0,4,0.8728753722024198,4,0.8867761878661844
1,1,2,-0.4316508841644069,2,1,0,0,1,1,1.1884753654492384,5,4,4,3,0,0,4,0.8728753722024198,4,0.8867761878661844
1,2,2,0.8736531084766409,0,4,1,0,1,1,1.1884753654492384,5,4,4,3,0,0,4,0.8728753722024198,4,0.8867761878661844
1,2,2,0.8736531084766409,0,1,1,0,1,1,1.1884753654492384,5,4,4,3,0,0,4,0.8728753722024198,4,0.8867761878661844
1,2,2,0.8736531084766409,0,0,0,0,1,1,1.1884753654492384,5,4,4,3,0,0,4,-1.1456389214840854,4,0.8867761878661844
1,2,2,0.8736531084766409,2,4,0,0,1,1,1.1884753654492384,5,4,4,3,0,0,4,0.8728753722024198,4,-1.1276802576377942
1,2,2,-0.4316508841644069,2,4,0,0,1,1,1.1884753654492384,5,4,4,3,0,0,4,0.8728753722024198,4,0.8867761878661844
1,2,2,-0.4316508841644069,3,2,1,0,1,1,1.1884753654492384,5,4,4,3,0,0,4,-1.1456389214840854,4,0.8867761878661844
0,0,2,-0.4316508841644069,3,0,0,0,1,1,1.1884753654492384,5,4,4,3,0,0,4,-1.1456389214840854,4,-1.1276802576377942
0,0,2,-0.4316508841644069,3,3,0,0,1,1,1.1884753654492384,5,4,4,3,0,0,4,-1.1456389214840854,4,0.8867761878661844
0,0,2,0.8736531084766409,3,2,1,0,1,1,1.1884753654492384,5,4,4,3,0,0,4,-1.1456389214840854,4,-1.1276802576377942
2,0,2,-0.4316508841644069,4,2,1,0,1,1,1.1884753654492384,5,4,4,3,0,0,4,-1.1456389214840854,4,0.8867761878661844
2,0,2,-0.4316508841644069,4,0,0,0,1,1,1.1884753654492384,5,4,4,3,0,0,4,-1.1456389214840854,4,0.8867761878661844
2,0,2,0.8736531084766409,4,3,0,0,1,1,1.1884753654492384,5,4,4,3,0,0,4,-1.1456389214840854,4,0.8867761878661844
2,0,2,0.8736531084766409,4,1,1,0,1,1,1.1884753654492384,5,4,4,3,0,0,4,-1.1456389214840854,4,-1.1276802576377942
2,0,2,-0.4316508841644069,4,4,0,0,1,1,1.1884753654492384,5,4,4,3,0,0,4,0.8728753722024198,4,-1.1276802576377942
2,0,2,-0.4316508841644069,4,2,1,0,1,1,1.1884753654492384,5,4,4,3,0,0,4,-1.1456389214840854,4,0.8867761878661844
1,0,2,-0.4316508841644069,2,4,0,1,1,1,-0.8414141589060234,1,5,4,3,3,2,0,0.8728753722024198,2,-1.1276802576377942
1,1,2,0.8736531084766409,0,2,1,1,1,1,-0.8414141589060234,1,5,4,3,3,2,0,-1.1456389214840854,2,-1.1276802576377942
1,1,2,0.8736531084766409,0,1,1,1,1,1,-0.8414141589060234,1,5,4,3,3,2,0,0.8728753722024198,2,0.8867761878661844
1,1,2,0.8736531084766409,2,2,1,1,1,1,-0.8414141589060234,1,5,4,3,3,2,0,-1.1456389214840854,2,0.8867761878661844
1,1,2,0.8736531084766409,2,2,0,1,1,1,-0.8414141589060234,1,5,4,3,3,2,0,-1.1456389214840854,2,0.8867761878661844
1,1,2,0.8736531084766409,3,4,1,1,1,1,-0.8414141589060234,1,5,4,3,3,2,0,0.8728753722024198,2,0.8867761878661844
1,1,2,-0.4316508841644069,2,1,0,1,1,1,-0.8414141589060234,1,5,4,3,3,2,0,0.8728753722024198,2,0.8867761878661844
1,3,2,0.8736531084766409,0,2,1,1,1,1,-0.8414141589060234,1,5,4,3,3,2,0,-1.1456389214840854,2,-1.1276802576377942
1,3,2,0.8736531084766409,0,3,0,1,1,1,-0.8414141589060234,1,5,4,3,3,2,0,0.8728753722024198,2,-1.1276802576377942
1,3,2,0.8736531084766409,0,0,1,1,1,1,-0.8414141589060234,1,5,4,3,3,2,0,-1.1456389214840854,2,-1.1276802576377942
1,3,2,0.8736531084766409,0,2,1,1,1,1,-0.8414141589060234,1,5,4,3,3,2,0,-1.1456389214840854,2,0.8867761878661844
1,3,2,0.8736531084766409,3,4,1,1,1,1,-0.8414141589060234,1,5,4,3,3,2,0,0.8728753722024198,2,-1.1276802576377942
1,3,2,0.8736531084766409,3,0,0,1,1,1,-0.8414141589060234,1,5,4,3,3,2,0,-1.1456389214840854,2,0.8867761878661844
0,0,2,-0.4316508841644069,3,0,0,1,1,1,-0.8414141589060234,1,5,4,3,3,2,0,-1.1456389214840854,2,-1.1276802576377942
0,0,2,-0.4316508841644069,3,3,0,1,1,1,-0.8414141589060234,1,5,4,3,3,2,0,0.8728753722024198,2,0.8867761878661844
0,0,2,0.8736531084766409,3,2,1,1,1,1,-0.8414141589060234,1,5,4,3,3,2,0,-1.1456389214840854,2,-1.1276802576377942
2,0,2,-0.4316508841644069,4,2,1,1,1,1,-0.8414141589060234,1,5,4,3,3,2,0,-1.1456389214840854,2,0.8867761878661844
2,0,2,-0.4316508841644069,4,0,0,1,1,1,-0.8414141589060234,1,5,4,3,3,2,0,-1.1456389214840854,2,0.8867761878661844
2,0,2,0.8736531084766409,4,3,0,1,1,1,-0.8414141589060234,1,5,4,3,3,2,0,0.8728753722024198,2,0.8867761878661844
2,0,2,0.8736531084766409,4,1,1,1,1,1,-0.8414141589060234,1,5,4,3,3,2,0,0.8728753722024198,2,-1.1276802576377942
2,0,2,-0.4316508841644069,4,4,0,1,1,1,-0.8414141589060234,1,5,4,3,3,2,0,0.8728753722024198,2,-1.1276802576377942
2,0,2,-0.4316508841644069,4,2,1,1,1,1,-0.8414141589060234,1,5,4,3,3,2,0,-1.1456389214840854,2,0.8867761878661844
1,0,2,-0.4316508841644069,2,4,0,0,1,2,-0.8414141589060234,1,2,4,0,3,0,3,0.8728753722024198,1,-1.1276802576377942
1,1,2,0.8736531084766409,0,2,1,0,1,2,-0.8414141589060234,1,2,4,0,3,0,3,0.8728753722024198,1,-1.1276802576377942
1,1,2,0.8736531084766409,0,0,0,0,1,2,-0.8414141589060234,1,2,4,0,3,0,3,0.8728753722024198,1,-1.1276802576377942
1,1,2,0.8736531084766409,0,1,1,0,1,2,-0.8414141589060234,1,2,4,0,3,0,3,-1.1456389214840854,1,0.8867761878661844
1,1,2,0.8736531084766409,2,2,0,0,1,2,-0.8414141589060234,1,2,4,0,3,0,3,0.8728753722024198,1,-1.1276802576377942
1,1,2,0.8736531084766409,2,2,1,0,1,2,-0.8414141589060234,1,2,4,0,3,0,3,0.8728753722024198,1,0.8867761878661844
1,1,2,0.8736531084766409,2,2,0,0,1,2,-0.8414141589060234,1,2,4,0,3,0,3,0.8728753722024198,1,0.8867761878661844
1,1,2,0.8736531084766409,2,4,0,0,1,2,-0.8414141589060234,1,2,4,0,3,0,3,0.8728753722024198,1,0.8867761878661844
1,1,2,0.8736531084766409,3,2,1,0,1,2,-0.8414141589060234,1,2,4,0,3,0,3,0.8728753722024198,1,-1.1276802576377942
1,1,2,0.8736531084766409,3,4,1,0,1,2,-0.8414141589060234,1,2,4,0,3,0,3,0.8728753722024198,1,0.8867761878661844
1,1,2,-0.4316508841644069,2,2,1,0,1,2,-0.8414141589060234,1,2,4,0,3,0,3,0.8728753722024198,1,-1.1276802576377942
1,1,2,-0.4316508841644069,2,1,0,0,1,2,-0.8414141589060234,1,2,4,0,3,0,3,0.8728753722024198,1,0.8867761878661844
1,0,2,-0.4316508841644069,0,2,1,0,1,2,-0.8414141589060234,1,2,4,0,3,0,3,0.8728753722024198,1,-1.1276802576377942
0,0,2,-0.4316508841644069,3,0,0,0,1,2,-0.8414141589060234,1,2,4,0,3,0,3,0.8728753722024198,1,-1.1276802576377942
0,0,2,-0.4316508841644069,3,3,0,0,1,2,-0.8414141589060234,1,2,4,0,3,0,3,0.8728753722024198,1,0.8867761878661844
0,0,2,0.8736531084766409,3,2,1,0,1,2,-0.8414141589060234,1,2,4,0,3,0,3,0.8728753722024198,1,-1.1276802576377942
2,0,2,-0.4316508841644069,4,2,1,0,1,2,-0.8414141589060234,1,2,4,0,3,0,3,-1.1456389214840854,1,0.8867761878661844
2,0,2,-0.4316508841644069,4,0,0,0,1,2,-0.8414141589060234,1,2,4,0,3,0,3,0.8728753722024198,1,0.8867761878661844
2,0,2,0.8736531084766409,4,3,0,0,1,2,-0.8414141589060234,1,2,4,0,3,0,3,0.8728753722024198,1,0.8867761878661844
2,0,2,0.8736531084766409,4,1,1,0,1,2,-0.8414141589060234,1,2,4,0,3,0,3,-1.1456389214840854,1,-1.1276802576377942
2,0,2,-0.4316508841644069,4,4,0,0,1,2,-0.8414141589060234,1,2,4,0,3,0,3,0.8728753722024198,1,-1.1276802576377942
2,0,2,-0.4316508841644069,4,2,1,0,1,2,-0.8414141589060234,1,2,4,0,3,0,3,-1.1456389214840854,1,0.8867761878661844
1,0,2,-0.4316508841644069,2,4,0,1,0,3,-0.8414141589060234,5,1,1,0,1,1,0,0.8728753722024198,3,-1.1276802576377942
1,1,2,0.8736531084766409,0,2,1,1,0,3,-0.8414141589060234,5,1,1,0,1,1,0,0.8728753722024198,3,-1.1276802576377942
1,1,2,0.8736531084766409,0,1,1,1,0,3,-0.8414141589060234,5,1,1,0,1,1,0,-1.1456389214840854,3,0.8867761878661844
1,1,2,0.8736531084766409,2,2,1,1,0,3,-0.8414141589060234,5,1,1,0,1,1,0,-1.1456389214840854,3,0.8867761878661844
1,1,2,0.8736531084766409,2,2,0,1,0,3,-0.8414141589060234,5,1,1,0,1,1,0,-1.1456389214840854,3,0.8867761878661844
1,1,2,0.8736531084766409,3,4,1,1,0,3,-0.8414141589060234,5,1,1,0,1,1,0,0.8728753722024198,3,0.8867761878661844
1,1,2,-0.4316508841644069,2,1,0,1,0,3,-0.8414141589060234,5,1,1,0,1,1,0,0.8728753722024198,3,0.8867761878661844
1,3,2,0.8736531084766409,0,2,1,1,0,3,-0.8414141589060234,5,1,1,0,1,1,0,-1.1456389214840854,3,-1.1276802576377942
1,3,2,0.8736531084766409,0,3,0,1,0,3,-0.8414141589060234,5,1,1,0,1,1,0,0.8728753722024198,3,-1.1276802576377942
1,3,2,0.8736531084766409,0,0,1,1,0,3,-0.8414141589060234,5,1,1,0,1,1,0,-1.1456389214840854,3,-1.1276802576377942
1,3,2,0.8736531084766409,0,2,1,1,0,3,-0.8414141589060234,5,1,1,0,1,1,0,0.8728753722024198,3,0.8867761878661844
1,3,2,0.8736531084766409,3,4,1,1,0,3,-0.8414141589060234,5,1,1,0,1,1,0,0.8728753722024198,3,-1.1276802576377942
1,3,2,0.8736531084766409,3,0,0,1,0,3,-0.8414141589060234,5,1,1,0,1,1,0,0.8728753722024198,3,0.8867761878661844
0,0,2,-0.4316508841644069,3,0,0,1,0,3,-0.8414141589060234,5,1,1,0,1,1,0,0.8728753722024198,3,-1.1276802576377942
0,0,2,-0.4316508841644069,3,3,0,1,0,3,-0.8414141589060234,5,1,1,0,1,1,0,0.8728753722024198,3,0.8867761878661844
0,0,2,0.8736531084766409,3,2,1,1,0,3,-0.8414141589060234,5,1,1,0,1,1,0,0.8728753722024198,3,-1.1276802576377942
2,0,2,-0.4316508841644069,4,2,1,1,0,3,-0.8414141589060234,5,1,1,0,1,1,0,-1.1456389214840854,3,0.8867761878661844
2,0,2,-0.4316508841644069,4,0,0,1,0,3,-0.8414141589060234,5,1,1,0,1,1,0,0.8728753722024198,3,0.8867761878661844
2,0,2,0.8736531084766409,4,3,0,1,0,3,-0.8414141589060234,5,1,1,0,1,1,0,0.8728753722024198,3,0.8867761878661844
2,0,2,0.8736531084766409,4,1,1,1,0,3,-0.8414141589060234,5,1,1,0,1,1,0,0.8728753722024198,3,-1.1276802576377942
2,0,2,-0.4316508841644069,4,4,0,1,0,3,-0.8414141589060234,5,1,1,0,1,1,0,0.8728753722024198,3,-1.1276802576377942
2,0,2,-0.4316508841644069,4,2,1,1,0,3,-0.8414141589060234,5,1,1,0,1,1,0,0.8728753722024198,3,0.8867761878661844
1,0,2,-0.4316508841644069,2,4,0,1,3,3,1.1884753654492384,5,7,0,3,1,0,3,0.8728753722024198,4,-1.1276802576377942
1,1,2,0.8736531084766409,0,2,1,1,3,3,1.1884753654492384,5,7,0,3,1,0,3,0.8728753722024198,4,-1.1276802576377942
1,1,2,0.8736531084766409,0,1,1,1,3,3,1.1884753654492384,5,7,0,3,1,0,3,0.8728753722024198,4,0.8867761878661844
1,1,2,0.8736531084766409,2,2,1,1,3,3,1.1884753654492384,5,7,0,3,1,0,3,0.8728753722024198,4,0.8867761878661844
1,1,2,0.8736531084766409,2,2,0,1,3,3,1.1884753654492384,5,7,0,3,1,0,3,0.8728753722024198,4,0.8867761878661844
1,1,2,0.8736531084766409,3,4,1,1,3,3,1.1884753654492384,5,7,0,3,1,0,3,0.8728753722024198,4,0.8867761878661844
1,1,2,-0.4316508841644069,2,1,0,1,3,3,1.1884753654492384,5,7,0,3,1,0,3,0.8728753722024198,4,0.8867761878661844
1,2,2,0.8736531084766409,0,4,1,1,3,3,1.1884753654492384,5,7,0,3,1,0,3,-1.1456389214840854,4,0.8867761878661844
1,2,2,0.8736531084766409,0,1,1,1,3,3,1.1884753654492384,5,7,0,3,1,0,3,0.8728753722024198,4,0.8867761878661844
1,2,2,0.8736531084766409,0,0,0,1,3,3,1.1884753654492384,5,7,0,3,1,0,3,-1.1456389214840854,4,0.8867761878661844
1,2,2,0.8736531084766409,2,4,0,1,3,3,1.1884753654492384,5,7,0,3,1,0,3,0.8728753722024198,4,-1.1276802576377942
1,2,2,-0.4316508841644069,2,4,0,1,3,3,1.1884753654492384,5,7,0,3,1,0,3,0.8728753722024198,4,0.8867761878661844
1,2,2,-0.4316508841644069,3,2,1,1,3,3,1.1884753654492384,5,7,0,3,1,0,3,-1.1456389214840854,4,0.8867761878661844
0,0,2,-0.4316508841644069,3,0,0,1,3,3,1.1884753654492384,5,7,0,3,1,0,3,0.8728753722024198,4,-1.1276802576377942
0,0,2,-0.4316508841644069,3,3,0,1,3,3,1.1884753654492384,5,7,0,3,1,0,3,0.8728753722024198,4,0.8867761878661844
0,0,2,0.8736531084766409,3,2,1,1,3,3,1.1884753654492384,5,7,0,3,1,0,3,0.8728753722024198,4,-1.1276802576377942
2,0,2,-0.4316508841644069,4,2,1,1,3,3,1.1884753654492384,5,7,0,3,1,0,3,0.8728753722024198,4,0.8867761878661844
2,0,2,-0.4316508841644069,4,0,0,1,3,3,1.1884753654492384,5,7,0,3,1,0,3,0.8728753722024198,4,0.8867761878661844
2,0,2,0.8736531084766409,4,3,0,1,3,3,1.1884753654492384,5,7,0,3,1,0,3,0.8728753722024198,4,0.8867761878661844
2,0,2,0.8736531084766409,4,1,1,1,3,3,1.1884753654492384,5,7,0,3,1,0,3,0.8728753722024198,4,-1.1276802576377942
2,0,2,-0.4316508841644069,4,4,0,1,3,3,1.1884753654492384,5,7,0,3,1,0,3,0.8728753722024198,4,-1.1276802576377942
2,0,2,-0.4316508841644069,4,2,1,1,3,3,1.1884753654492384,5,7,0,3,1,0,3,0.8728753722024198,4,0.8867761878661844
1,0,2,-0.4316508841644069,2,4,0,0,6,1,1.1884753654492384,1,4,4,3,1,0,3,0.8728753722024198,1,-1.1276802576377942
1,1,2,0.8736531084766409,0,2,1,0,6,1,1.1884753654492384,1,4,4,3,1,0,3,0.8728753722024198,1,-1.1276802576377942
1,1,2,0.8736531084766409,0,1,1,0,6,1,1.1884753654492384,1,4,4,3,1,0,3,0.8728753722024198,1,0.8867761878661844
1,1,2,0.8736531084766409,2,2,1,0,6,1,1.1884753654492384,1,4,4,3,1,0,3,-1.1456389214840854,1,0.8867761878661844
1,1,2,0.8736531084766409,2,2,0,0,6,1,1.1884753654492384,1,4,4,3,1,0,3,0.8728753722024198,1,0.8867761878661844
1,1,2,0.8736531084766409,3,4,1,0,6,1,1.1884753654492384,1,4,4,3,1,0,3,-1.1456389214840854,1,0.8867761878661844
1,1,2,-0.4316508841644069,2,1,0,0,6,1,1.1884753654492384,1,4,4,3,1,0,3,0.8728753722024198,1,0.8867761878661844
1,2,2,0.8736531084766409,0,4,1,0,6,1,1.1884753654492384,1,4,4,3,1,0,3,-1.1456389214840854,1,0.8867761878661844
1,2,2,0.8736531084766409,0,1,1,0,6,1,1.1884753654492384,1,4,4,3,1,0,3,0.8728753722024198,1,0.8867761878661844
1,2,2,0.8736531084766409,0,0,0,0,6,1,1.1884753654492384,1,4,4,3,1,0,3,-1.1456389214840854,1,0.8867761878661844
1,2,2,0.8736531084766409,2,4,0,0,6,1,1.1884753654492384,1,4,4,3,1,0,3,-1.1456389214840854,1,-1.1276802576377942
1,2,2,-0.4316508841644069,2,4,0,0,6,1,1.1884753654492384,1,4,4,3,1,0,3,-1.1456389214840854,1,0.8867761878661844
1,2,2,-0.4316508841644069,3,2,1,0,6,1,1.1884753654492384,1,4,4,3,1,0,3,-1.1456389214840854,1,0.8867761878661844
0,0,2,-0.4316508841644069,3,0,0,0,6,1,1.1884753654492384,1,4,4,3,1,0,3,-1.1456389214840854,1,-1.1276802576377942
0,0,2,-0.4316508841644069,3,3,0,0,6,1,1.1884753654492384,1,4,4,3,1,0,3,0.8728753722024198,1,0.8867761878661844
0,0,2,0.8736531084766409,3,2,1,0,6,1,1.1884753654492384,1,4,4,3,1,0,3,-1.1456389214840854,1,-1.1276802576377942
2,0,2,-0.4316508841644069,4,2,1,0,6,1,1.1884753654492384,1,4,4,3,1,0,3,-1.1456389214840854,1,0.8867761878661844
2,0,2,-0.4316508841644069,4,0,0,0,6,1,1.1884753654492384,1,4,4,3,1,0,3,-1.1456389214840854,1,0.8867761878661844
2,0,2,0.8736531084766409,4,3,0,0,6,1,1.1884753654492384,1,4,4,3,1,0,3,0.8728753722024198,1,0.8867761878661844
2,0,2,0.8736531084766409,4,1,1,0,6,1,1.1884753654492384,1,4,4,3,1,0,3,0.8728753722024198,1,-1.1276802576377942
2,0,2,-0.4316508841644069,4,4,0,0,6,1,1.1884753654492384,1,4,4,3,1,0,3,0.8728753722024198,1,-1.1276802576377942
2,0,2,-0.4316508841644069,4,2,1,0,6,1,1.1884753654492384,1,4,4,3,1,0,3,-1.1456389214840854,1,0.8867761878661844
1,0,2,-0.4316508841644069,2,4,0,1,4,2,-0.8414141589060234,3,1,3,0,0,3,4,0.8728753722024198,4,-1.1276802576377942
1,1,2,0.8736531084766409,0,2,1,1,4,2,-0.8414141589060234,3,1,3,0,0,3,4,0.8728753722024198,4,-1.1276802576377942
1,1,2,0.8736531084766409,0,0,0,1,4,2,-0.8414141589060234,3,1,3,0,0,3,4,0.8728753722024198,4,-1.1276802576377942
1,1,2,0.8736531084766409,0,1,1,1,4,2,-0.8414141589060234,3,1,3,0,0,3,4,0.8728753722024198,4,0.8867761878661844
1,1,2,0.8736531084766409,2,2,0,1,4,2,-0.8414141589060234,3,1,3,0,0,3,4,0.8728753722024198,4,-1.1276802576377942
1,1,2,0.8736531084766409,2,2,1,1,4,2,-0.8414141589060234,3,1,3,0,0,3,4,0.8728753722024198,4,0.8867761878661844
1,1,2,0.8736531084766409,2,2,0,1,4,2,-0.8414141589060234,3,1,3,0,0,3,4,0.8728753722024198,4,0.8867761878661844
1,1,2,0.8736531084766409,2,4,0,1,4,2,-0.8414141589060234,3,1,3,0,0,3,4,0.8728753722024198,4,0.8867761878661844
1,1,2,0.8736531084766409,3,2,1,1,4,2,-0.8414141589060234,3,1,3,0,0,3,4,0.8728753722024198,4,-1.1276802576377942
1,1,2,0.8736531084766409,3,4,1,1,4,2,-0.8414141589060234,3,1,3,0,0,3,4,0.8728753722024198,4,0.8867761878661844
1,1,2,-0.4316508841644069,2,2,1,1,4,2,-0.8414141589060234,3,1,3,0,0,3,4,0.8728753722024198,4,-1.1276802576377942
1,1,2,-0.4316508841644069,2,1,0,1,4,2,-0.8414141589060234,3,1,3,0,0,3,4,0.8728753722024198,4,0.8867761878661844
1,0,2,-0.4316508841644069,0,2,1,1,4,2,-0.8414141589060234,3,1,3,0,0,3,4,0.8728753722024198,4,-1.1276802576377942
0,0,2,-0.4316508841644069,3,0,0,1,4,2,-0.8414141589060234,3,1,3,0,0,3,4,0.8728753722024198,4,-1.1276802576377942
0,0,2,-0.4316508841644069,3,3,0,1,4,2,-0.8414141589060234,3,1,3,0,0,3,4,-1.1456389214840854,4,0.8867761878661844
0,0,2,0.8736531084766409,3,2,1,1,4,2,-0.8414141589060234,3,1,3,0,0,3,4,0.8728753722024198,4,-1.1276802576377942
2,0,2,-0.4316508841644069,4,2,1,1,4,2,-0.8414141589060234,3,1,3,0,0,3,4,0.8728753722024198,4,0.8867761878661844
2,0,2,-0.4316508841644069,4,0,0,1,4,2,-0.8414141589060234,3,1,3,0,0,3,4,0.8728753722024198,4,0.8867761878661844
2,0,2,0.8736531084766409,4,3,0,1,4,2,-0.8414141589060234,3,1,3,0,0,3,4,-1.1456389214840854,4,0.8867761878661844
2,0,2,0.8736531084766409,4,1,1,1,4,2,-0.8414141589060234,3,1,3,0,0,3,4,-1.1456389214840854,4,-1.1276802576377942
2,0,2,-0.4316508841644069,4,4,0,1,4,2,-0.8414141589060234,3,1,3,0,0,3,4,-1.1456389214840854,4,-1.1276802576377942
2,0,2,-0.4316508841644069,4,2,1,1,4,2,-0.8414141589060234,3,1,3,0,0,3,4,0.8728753722024198,4,0.8867761878661844
1,0,2,-0.4316508841644069,2,4,0,1,0,2,-0.8414141589060234,1,4,0,4,3,1,4,0.8728753722024198,0,-1.1276802576377942
1,1,2,0.8736531084766409,0,2,1,1,0,2,-0.8414141589060234,1,4,0,4,3,1,4,0.8728753722024198,0,-1.1276802576377942
1,1,2,0.8736531084766409,0,0,0,1,0,2,-0.8414141589060234,1,4,0,4,3,1,4,0.8728753722024198,0,-1.1276802576377942
1,1,2,0.8736531084766409,0,1,1,1,0,2,-0.8414141589060234,1,4,0,4,3,1,4,0.8728753722024198,0,0.8867761878661844
1,1,2,0.8736531084766409,2,2,0,1,0,2,-0.8414141589060234,1,4,0,4,3,1,4,0.8728753722024198,0,-1.1276802576377942
1,1,2,0.8736531084766409,2,2,1,1,0,2,-0.8414141589060234,1,4,0,4,3,1,4,0.8728753722024198,0,0.8867761878661844
1,1,2,0.8736531084766409,2,2,0,1,0,2,-0.8414141589060234,1,4,0,4,3,1,4,0.8728753722024198,0,0.8867761878661844
1,1,2,0.8736531084766409,2,4,0,1,0,2,-0.8414141589060234,1,4,0,4,3,1,4,0.8728753722024198,0,0.8867761878661844
1,1,2,0.8736531084766409,3,2,1,1,0,2,-0.8414141589060234,1,4,0,4,3,1,4,0.8728753722024198,0,-1.1276802576377942
1,1,2,0.8736531084766409,3,4,1,1,0,2,-0.8414141589060234,1,4,0,4,3,1,4,0.8728753722024198,0,0.8867761878661844
1,1,2,-0.4316508841644069,2,2,1,1,0,2,-0.8414141589060234,1,4,0,4,3,1,4,0.8728753722024198,0,-1.1276802576377942
1,1,2,-0.4316508841644069,2,1,0,1,0,2,-0.8414141589060234,1,4,0,4,3,1,4,0.8728753722024198,0,0.8867761878661844
1,0,2,-0.4316508841644069,0,2,1,1,0,2,-0.8414141589060234,1,4,0,4,3,1,4,-1.1456389214840854,0,-1.1276802576377942
0,0,2,-0.4316508841644069,3,0,0,1,0,2,-0.8414141589060234,1,4,0,4,3,1,4,0.8728753722024198,0,-1.1276802576377942
